,ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio
7,000521.SZ,20180330,20171231,财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙),10733452.0,1.03
8,000521.SZ,20180330,20171231,平安银行股份有限公司-平安大华鼎泰灵活配置混合型证券投资基金,10722373.0,1.03
9,000521.SZ,20180330,20171231,全国社保基金五零四组合,9838998.0,0.94
10,000521.SZ,20180330,20171231,嘉实基金-平安银行-华夏资本管理有限公司,9838998.0,0.94
0,000523.SZ,20180425,20171231,广州轻工工贸集团有限公司,157090098.0,30.04
1,000523.SZ,20180425,20171231,广州国资发展控股有限公司,74380164.0,14.22
2,000523.SZ,20180425,20171231,全国社保基金一零二组合,20794912.0,3.98
3,000523.SZ,20180425,20171231,郑浩,7686300.0,1.47
4,000523.SZ,20180425,20171231,吴炎汉,4887400.0,0.93
5,000523.SZ,20180425,20171231,王炽旭,3898400.0,0.75
6,000523.SZ,20180425,20171231,全国社保基金一零七组合,3763372.0,0.72
7,000523.SZ,20180425,20171231,蒋文碧,3107200.0,0.59
8,000523.SZ,20180425,20171231,刘世良,2433166.0,0.47
9,000523.SZ,20180425,20171231,湖南天程实业有限公司,2427799.0,0.46
0,000524.SZ,20180418,20171231,广州岭南国际企业集团有限公司,297612158.0,44.41
1,000524.SZ,20180418,20171231,广州市东方酒店集团有限公司,100301686.0,14.97
2,000524.SZ,20180418,20171231,广州国资发展控股有限公司,86678978.0,12.93
3,000524.SZ,20180418,20171231,广州证券股份有限公司,22563177.0,3.37
4,000524.SZ,20180418,20171231,广州金融控股集团有限公司,13537906.0,2.02
5,000524.SZ,20180418,20171231,广州岭南集团控股股份有限公司-第一期员工持股计划,12599000.0,1.88
6,000524.SZ,20180418,20171231,全国社保基金一零二组合,7928482.0,1.18
7,000524.SZ,20180418,20171231,广州流花宾馆集团股份有限公司,6106240.0,0.91
8,000524.SZ,20180418,20171231,全国社保基金四一二组合,1111502.0,0.17
9,000524.SZ,20180418,20171231,利来金,1041500.0,0.16
0,000525.SZ,20180410,20171231,南京第一农药集团有限公司,300534031.0,51.75
1,000525.SZ,20180410,20171231,红太阳集团有限公司,58075036.0,10.0
2,000525.SZ,20180410,20171231,华鑫国际信托有限公司-华鑫信托·智选20号证券投资集合资金信托计划,11160000.0,1.92
3,000525.SZ,20180410,20171231,华鑫国际信托有限公司-华鑫信托·智选22号证券投资集合资金信托计划,10660000.0,1.84
4,000525.SZ,20180410,20171231,中央汇金资产管理有限责任公司,9161000.0,1.58
5,000525.SZ,20180410,20171231,胡军,5589244.0,0.96
6,000525.SZ,20180410,20171231,中国建设银行股份有限公司-银华核心价值优选混合型证券投资基金,4096286.0,0.71
7,000525.SZ,20180410,20171231,中国对外经济贸易信托有限公司-淡水泉精选1期,3787680.0,0.65
8,000525.SZ,20180410,20171231,淡水泉(北京)投资管理有限公司-淡水泉成长基金1期,3569501.0,0.61
9,000525.SZ,20180410,20171231,南京紫金投资集团有限责任公司,3554496.0,0.61
0,000526.SZ,20180410,20171231,西藏紫光卓远股权投资有限公司,15000000.0,15.59
1,000526.SZ,20180410,20171231,浙江台州椰林湾投资策划有限公司,12438544.0,12.93
2,000526.SZ,20180410,20171231,厦门市鑫鼎盛控股有限公司,6357623.0,6.61
3,000526.SZ,20180410,20171231,北京紫光通信科技集团有限公司,4830438.0,5.02
4,000526.SZ,20180410,20171231,紫光集团有限公司,1804998.0,1.88
5,000526.SZ,20180410,20171231,郭文娟,1511261.0,1.57
6,000526.SZ,20180410,20171231,俞晴,1300000.0,1.35
7,000526.SZ,20180410,20171231,刘伟,1103339.0,1.15
8,000526.SZ,20180410,20171231,孙惠良,880008.0,0.91
9,000526.SZ,20180410,20171231,陈红,758600.0,0.79
0,000528.SZ,20180403,20171231,广西柳工集团有限公司,393562664.0,34.98
1,000528.SZ,20180403,20171231,中央汇金资产管理有限责任公司,26117600.0,2.32
2,000528.SZ,20180403,20171231,香港中央结算有限公司(陆股通),25102163.0,2.23
3,000528.SZ,20180403,20171231,全国社保基金四一二组合,9819384.0,0.87
4,000528.SZ,20180403,20171231,中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,8969080.0,0.8
5,000528.SZ,20180403,20171231,中国银行股份有限公司-华安新丝路主题股票型证券投资基金,8250000.0,0.73
6,000528.SZ,20180403,20171231,嘉实基金-农业银行-嘉实中证金融资产管理计划,7040700.0,0.63
7,000528.SZ,20180403,20171231,广发基金-农业银行-广发中证金融资产管理计划,6996200.0,0.62
8,000528.SZ,20180403,20171231,韩国银行-自有资金,6973968.0,0.62
9,000528.SZ,20180403,20171231,博时基金-农业银行-博时中证金融资产管理计划,6869900.0,0.61
0,000529.SZ,20180420,20171231,广东省广弘资产经营有限公司,300669932.0,51.5
1,000529.SZ,20180420,20171231,广东省畜禽生产发展有限公司,11348755.0,1.94
2,000529.SZ,20180420,20171231,阎占表,8289900.0,1.42
3,000529.SZ,20180420,20171231,鹤山毛纺织总厂床上用品厂,5810651.0,1.0
4,000529.SZ,20180420,20171231,鹤山市今顺贸易有限公司,5617299.0,0.96
5,000529.SZ,20180420,20171231,刘保瑶,3270500.0,0.56
6,000529.SZ,20180420,20171231,国民信托有限公司-金汇3号集合资金信托计划,2264056.0,0.39
7,000529.SZ,20180420,20171231,吴小仙,2246400.0,0.38
8,000529.SZ,20180420,20171231,崔丽舒,2180000.0,0.37
9,000529.SZ,20180420,20171231,鹤山市宏科贸易有限公司,2101990.0,0.36
0,000530.SZ,20180421,20171231,大连冰山集团有限公司,170916934.0,19.96
1,000530.SZ,20180421,20171231,SANYO ELECTRIC CO LTD,73503150.0,8.58
2,000530.SZ,20180421,20171231,华泰证券股份有限公司,11346659.0,1.32
3,000530.SZ,20180421,20171231,全国社保基金一零四组合,10000000.0,1.17
4,000530.SZ,20180421,20171231,全国社保基金五零三组合,8210314.0,0.96
5,000530.SZ,20180421,20171231,天安财产保险股份有限公司-保赢1号,7247571.0,0.85
6,000530.SZ,20180421,20171231,林镇铭,6280000.0,0.73
7,000530.SZ,20180421,20171231,JOHCM INTERNATIONALSMALL CAP EQUITY FUND,5396942.0,0.63
8,000530.SZ,20180421,20171231,兴业证券金麒麟2号集合资产管理计划,5101286.0,0.6
9,000530.SZ,20180421,20171231,吴安,4760000.0,0.56
0,000531.SZ,20180331,20171231,广州开发区金融控股集团有限公司,178914710.0,26.12
1,000531.SZ,20180331,20171231,广州发展电力企业有限公司,125703386.0,18.35
2,000531.SZ,20180331,20171231,广州高新区投资集团有限公司,92301178.0,13.47
3,000531.SZ,20180331,20171231,广州黄电投资有限公司,23982718.0,3.5
4,000531.SZ,20180331,20171231,广州港能源发展有限公司,11296216.0,1.65
5,000531.SZ,20180331,20171231,张武,5280000.0,0.77
6,000531.SZ,20180331,20171231,叶立棋,4679059.0,0.68
7,000531.SZ,20180331,20171231,丁春林,3109157.0,0.45
8,000531.SZ,20180331,20171231,罗晶,2936200.0,0.43
9,000531.SZ,20180331,20171231,贾连喜,2719200.0,0.4
0,000532.SZ,20180426,20171231,珠海金控股权投资基金管理有限公司,49943692.0,14.49
1,000532.SZ,20180426,20171231,深圳华金瑞盈股权投资基金管理有限公司,45692689.0,13.26
2,000532.SZ,20180426,20171231,珠海水务环境控股集团有限公司,39883353.0,11.57
3,000532.SZ,20180426,20171231,力合科创集团有限公司,31571315.0,9.16
4,000532.SZ,20180426,20171231,珠海铧创投资管理有限公司,2441700.0,0.71
5,000532.SZ,20180426,20171231,珠海市联基控股有限公司,2219336.0,0.64
6,000532.SZ,20180426,20171231,沈国伟,1020300.0,0.3
7,000532.SZ,20180426,20171231,彭超,1000000.0,0.29
8,000532.SZ,20180426,20171231,沙剑,825000.0,0.24
9,000532.SZ,20180426,20171231,王毅,818308.0,0.24
0,000533.SZ,20180414,20171231,广州蕙富博衍投资合伙企业(有限合伙),120000000.0,17.37
1,000533.SZ,20180414,20171231,佛山市顺德区陈村镇信达实业发展有限公司,90715959.0,13.13
2,000533.SZ,20180414,20171231,张明园,54472109.0,7.89
3,000533.SZ,20180414,20171231,陕西省国际信托股份有限公司-陕国投·聚宝盆20号证券投资集合资金信托计划,23362805.0,3.38
4,000533.SZ,20180414,20171231,云南国际信托有限公司-苍穹3号单一资金信托,20963271.0,3.03
5,000533.SZ,20180414,20171231,长安国际信托股份有限公司-长安信托·长安投资575号证券投资单一资金信托,17963722.0,2.6
6,000533.SZ,20180414,20171231,中国民生信托有限公司-中国民生信托·至信254号歆玥1号证券投资集合资金信托计划,13491631.0,1.95
7,000533.SZ,20180414,20171231,温洪标,11913917.0,1.72
8,000533.SZ,20180414,20171231,东莞市雁田晟盈实业投资有限公司,10861269.0,1.57
9,000533.SZ,20180414,20171231,光大兴陇信托有限责任公司-光大信托·汇金20号证券投资单一资金信托,10594600.0,1.53
0,000534.SZ,20180427,20171231,万泽集团有限公司,257112537.0,52.28
1,000534.SZ,20180427,20171231,李敏仙,17413264.0,3.54
2,000534.SZ,20180427,20171231,全国社保基金一零八组合,11999698.0,2.44
3,000534.SZ,20180427,20171231,华润深国投信托有限公司-和阳常青集合资金信托计划,11260258.0,2.29
4,000534.SZ,20180427,20171231,方正东亚信托有限责任公司-恒升35号证券投资单一资金信托,6891461.0,1.4
5,000534.SZ,20180427,20171231,汕头市电力开发公司,6706517.0,1.36
6,000534.SZ,20180427,20171231,华润深国投信托有限公司-润之信13期集合资金信托计划,5589401.0,1.14
7,000534.SZ,20180427,20171231,华润深国投信托有限公司-润之信20期集合资金信托计划,5000046.0,1.02
8,000534.SZ,20180427,20171231,九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划,4541294.0,0.92
9,000534.SZ,20180427,20171231,广州道恩投资管理有限公司-道恩进取一号私募证券基金,3691600.0,0.75
0,000536.SZ,20180303,20171231,中华映管(百慕大)股份有限公司,729289715.0,26.37
1,000536.SZ,20180303,20171231,福建省电子信息产业创业投资合伙企业(有限合伙),379867047.0,13.73
2,000536.SZ,20180303,20171231,莆田市国有资产投资有限公司,379867046.0,13.73
3,000536.SZ,20180303,20171231,中民国际通用航空有限责任公司,113960114.0,4.12
4,000536.SZ,20180303,20171231,中国长城资产管理股份有限公司,95726495.0,3.46
5,000536.SZ,20180303,20171231,申万菱信基金-浦发银行-平安信托-平安财富*丰赢68号集合资金信托计划,94966762.0,3.43
6,000536.SZ,20180303,20171231,福能六期(平潭)创业投资合伙企业(有限合伙),92535618.0,3.35
7,000536.SZ,20180303,20171231,华泰资产管理有限公司-策略投资产品,79335451.0,2.87
8,000536.SZ,20180303,20171231,诺安基金-兴业证券-南京双安资产管理有限公司,71042810.0,2.57
9,000536.SZ,20180303,20171231,从都国际企业有限公司,16326184.0,0.59
0,000537.SZ,20180321,20171231,鲁能集团有限公司,1417909637.0,76.13
1,000537.SZ,20180321,20171231,乌鲁木齐世纪恒美股权投资有限公司,38665269.0,2.08
2,000537.SZ,20180321,20171231,中国银行股份有限公司-富国改革动力混合型证券投资基金,11366327.0,0.61
3,000537.SZ,20180321,20171231,罗瑞云,9340393.0,0.5
4,000537.SZ,20180321,20171231,中国平安财产保险股份有限公司-传统-普通保险产品,8687859.0,0.47
5,000537.SZ,20180321,20171231,招商银行股份有限公司-富国天合稳健优选混合型证券投资基金,8507190.0,0.46
6,000537.SZ,20180321,20171231,汪向东,8212100.0,0.44
7,000537.SZ,20180321,20171231,戈德集团有限公司,7352300.0,0.39
8,000537.SZ,20180321,20171231,中国工商银行股份有限公司-富国文体健康股票型证券投资基金,7348494.0,0.39
9,000537.SZ,20180321,20171231,王春艳,6892075.0,0.37
0,000538.SZ,20180412,20171231,云南白药控股有限公司,432426597.0,41.52
1,000538.SZ,20180412,20171231,云南合和(集团)股份有限公司,105109600.0,10.09
2,000538.SZ,20180412,20171231,中国平安人寿保险股份有限公司-自有资金,97500000.0,9.36
3,000538.SZ,20180412,20171231,香港中央结算有限公司(陆股通),67791599.0,6.51
4,000538.SZ,20180412,20171231,新华都实业集团股份有限公司,35343424.0,3.39
5,000538.SZ,20180412,20171231,中国证券金融股份有限公司,26699277.0,2.56
6,000538.SZ,20180412,20171231,全国社保基金一零八组合,13295430.0,1.28
7,000538.SZ,20180412,20171231,中央汇金资产管理有限责任公司,12129800.0,1.16
8,000538.SZ,20180412,20171231,陈发树,8948211.0,0.86
9,000538.SZ,20180412,20171231,香港金融管理局-自有资金,5716520.0,0.55
0,000539.SZ,20180428,20171231,广东省粤电集团有限公司,3538005285.0,67.39
1,000539.SZ,20180428,20171231,中国证券金融股份有限公司,145748980.0,2.78
2,000539.SZ,20180428,20171231,深圳广发电力投资有限公司,116693602.0,2.22
3,000539.SZ,20180428,20171231,广东省电力开发公司,94367341.0,1.8
4,000539.SZ,20180428,20171231,哈尔滨市道里区慈善基金会,42018461.0,0.8
5,000539.SZ,20180428,20171231,李卓,31703843.0,0.6
6,000539.SZ,20180428,20171231,全国社保基金一零三组合,22994982.0,0.44
7,000539.SZ,20180428,20171231,哈尔滨哈里实业股份有限公司,22068565.0,0.42
8,000539.SZ,20180428,20171231,郑建祥,21681998.0,0.41
9,000539.SZ,20180428,20171231,CHINA INTL CAPITAL CORP HONG KONG SECURITIES LTD,15316067.0,0.29
0,000540.SZ,20180404,20171231,金世旗国际控股股份有限公司,2108618945.0,44.89
1,000540.SZ,20180404,20171231,贵阳市城市发展投资(集团)股份有限公司,218556599.0,4.65
2,000540.SZ,20180404,20171231,陕西省国际信托股份有限公司-陕国投·如意81号定向投资集合资金信托计划,133714427.0,2.85
3,000540.SZ,20180404,20171231,中国证券金融股份有限公司,80228543.0,1.71
4,000540.SZ,20180404,20171231,中央汇金资产管理有限责任公司,44974700.0,0.96
5,000540.SZ,20180404,20171231,陈伟利,13880000.0,0.3
6,000540.SZ,20180404,20171231,宋建波,8448621.0,0.18
7,000540.SZ,20180404,20171231,张智,7621733.0,0.16
8,000540.SZ,20180404,20171231,全国社保基金零二零组合,7397211.0,0.16
9,000540.SZ,20180404,20171231,石维国,5525000.0,0.12
0,000541.SZ,20180330,20171231,香港华晟控股有限公司,171360391.0,13.47
1,000541.SZ,20180330,20171231,佑昌灯光器材有限公司,133577143.0,10.5
2,000541.SZ,20180330,20171231,深圳市广晟投资发展有限公司,65178305.0,5.12
3,000541.SZ,20180330,20171231,广东省电子信息产业集团有限公司,60357728.0,4.74
4,000541.SZ,20180330,20171231,中央汇金资产管理有限公司,30799000.0,2.42
5,000541.SZ,20180330,20171231,安信国际证券(香港)有限公司,25327190.0,1.99
6,000541.SZ,20180330,20171231,DBS VICKERS(HONG KONG) LTD A/C CLIENTS,23645755.0,1.86
7,000541.SZ,20180330,20171231,广晟投资发展有限公司,23165684.0,1.82
8,000541.SZ,20180330,20171231,招商证券香港有限公司,10945361.0,0.86
9,000541.SZ,20180330,20171231,庄坚毅,10821372.0,0.85
0,000543.SZ,20180324,20171231,中国证券金融股份有限公司,53536512.0,2.99
1,000543.SZ,20180324,20171231,安徽省能源物资供销公司,41021000.0,2.29
2,000543.SZ,20180324,20171231,中国银行股份有限公司-招商丰庆灵活配置混合型发起式证券投资基金,25932721.0,1.45
3,000543.SZ,20180324,20171231,中央汇金资产管理有限责任公司,13983520.0,0.78
4,000543.SZ,20180324,20171231,徐克伟,11676600.0,0.65
5,000543.SZ,20180324,20171231,肖赛花,10637300.0,0.59
6,000543.SZ,20180324,20171231,钱业银,7714490.0,0.43
7,000543.SZ,20180324,20171231,胡立新,6662365.0,0.37
8,000543.SZ,20180324,20171231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,4657656.0,0.26
9,000543.SZ,20180324,20171231,安徽省能源集团有限公司,764326919.0,42.69
