,ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio
8,000413.SZ,20180420,20171231,深圳泰安尔信息技术有限公司,61165682.0,1.07
9,000413.SZ,20180420,20171231,万和证券-招商银行-万和证券海和1号集合资产管理计划,55246500.0,0.96
0,000415.SZ,20180424,20171231,海航资本集团有限公司,2158823675.0,34.91
1,000415.SZ,20180424,20171231,深圳兴航融投股权投资基金合伙企业(有限合伙),527182866.0,8.52
2,000415.SZ,20180424,20171231,天津燕山股权投资基金有限公司,309570914.0,5.01
3,000415.SZ,20180424,20171231,西藏瑞华资本管理有限公司,263591433.0,4.26
4,000415.SZ,20180424,20171231,广州市城投投资有限公司,263591433.0,4.26
5,000415.SZ,20180424,20171231,天津通万投资合伙企业(有限合伙),263591433.0,4.26
6,000415.SZ,20180424,20171231,上海贝御投资管理有限公司,263591433.0,4.26
7,000415.SZ,20180424,20171231,中加基金-邮储银行-中国邮政储蓄银行股份有限公司,263591433.0,4.26
8,000415.SZ,20180424,20171231,中信建投基金-中信证券-中信建投定增11号资产管理计划,263591433.0,4.26
9,000415.SZ,20180424,20171231,宁波梅山保税港区德通顺和投资管理有限公司,140502676.0,2.27
0,000416.SZ,20180321,20171231,中国泛海控股集团有限公司,119981428.0,22.56
1,000416.SZ,20180321,20171231,红槿资本投资管理有限公司,22215673.0,4.18
2,000416.SZ,20180321,20171231,鞠钱,8632200.0,1.62
3,000416.SZ,20180321,20171231,陕西省国际信托股份有限公司-陕国投·融鑫9号证券投资集合资金信托计划,5508300.0,1.04
4,000416.SZ,20180321,20171231,陕西省国际信托股份有限公司-陕国投·鑫鑫向荣87号证券投资集合资金信托计划,5065117.0,0.95
5,000416.SZ,20180321,20171231,周建国,4929900.0,0.93
6,000416.SZ,20180321,20171231,张玉敏,2800000.0,0.53
7,000416.SZ,20180321,20171231,邱伟豪,2313185.0,0.43
8,000416.SZ,20180321,20171231,陈天虹,2200100.0,0.41
9,000416.SZ,20180321,20171231,孙贤明,2113100.0,0.4
0,000417.SZ,20180421,20171231,合肥市建设投资控股(集团)有限公司,296390467.0,38.0
1,000417.SZ,20180421,20171231,前海人寿保险股份有限公司-自有资金,37054381.0,4.75
2,000417.SZ,20180421,20171231,西安顺时来百货有限公司,35588059.0,4.56
3,000417.SZ,20180421,20171231,华融证券股份有限公司,18656500.0,2.39
4,000417.SZ,20180421,20171231,昝圣达,17130000.0,2.2
5,000417.SZ,20180421,20171231,前海人寿保险股份有限公司-海利年年,15391297.0,1.97
6,000417.SZ,20180421,20171231,中央汇金资产管理有限责任公司,12598200.0,1.62
7,000417.SZ,20180421,20171231,申万宏源证券有限公司,10780000.0,1.38
8,000417.SZ,20180421,20171231,全国社保基金一一零组合,10628369.0,1.36
9,000417.SZ,20180421,20171231,中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划,8984685.0,1.15
0,000418.SZ,20180313,20171231,美的集团股份有限公司,238948117.0,37.78
1,000418.SZ,20180313,20171231,TITONI INVESTMENTS DEVELOPMENT LTD.,94204942.0,14.89
2,000418.SZ,20180313,20171231,"GAOLING FUND,L.P.",23664125.0,3.74
3,000418.SZ,20180313,20171231,全国社保基金一零八组合,21097464.0,3.34
4,000418.SZ,20180313,20171231,GREENWOODS CHINA ALPHA MASTER FUND,17787068.0,2.81
5,000418.SZ,20180313,20171231,无锡市财政局,17054071.0,2.7
6,000418.SZ,20180313,20171231,香港中央结算有限公司(陆股通),14191698.0,2.24
7,000418.SZ,20180313,20171231,全国社保基金一零一组合,13061462.0,2.07
8,000418.SZ,20180313,20171231,中央汇金资产管理有限责任公司,10156300.0,1.61
9,000418.SZ,20180313,20171231,中国农业银行股份有限公司-易方达消费行业股票型证券投资基金,7138335.0,1.13
0,000419.SZ,20180414,20171231,长沙通程实业(集团)有限公司,240972484.0,44.33
1,000419.SZ,20180414,20171231,熊德宏,9473112.0,1.74
2,000419.SZ,20180414,20171231,湖南天辰建设有限责任公司,7305090.0,1.34
3,000419.SZ,20180414,20171231,李志鹤,6493645.0,1.19
4,000419.SZ,20180414,20171231,湖南星电集团有限责任公司,5887499.0,1.08
5,000419.SZ,20180414,20171231,朱小妹,5652367.0,1.04
6,000419.SZ,20180414,20171231,李怡名,5095384.0,0.94
7,000419.SZ,20180414,20171231,丁碧霞,4782107.0,0.88
8,000419.SZ,20180414,20171231,陶美英,4363078.0,0.8
9,000419.SZ,20180414,20171231,长沙水业集团有限公司,3748290.0,0.69
0,000420.SZ,20180227,20171231,吉林化纤集团有限责任公司,307307436.0,15.59
1,000420.SZ,20180227,20171231,东海基金-兴业银行-蒋丽霞,109022556.0,5.53
2,000420.SZ,20180227,20171231,财通基金-上海银行-王锋,101503760.0,5.15
3,000420.SZ,20180227,20171231,北京郁金香天玑资本管理中心(有限合伙),93750000.0,4.76
4,000420.SZ,20180227,20171231,深圳东升峥嵘科技有限公司,71428574.0,3.62
5,000420.SZ,20180227,20171231,深圳创亿宏业科技有限公司,71428574.0,3.62
6,000420.SZ,20180227,20171231,天治基金-工商银行-四川信托有限公司,70855500.0,3.6
7,000420.SZ,20180227,20171231,迪瑞资产管理(杭州)有限公司,67669172.0,3.43
8,000420.SZ,20180227,20171231,合肥市尚诚塑业有限公司,67669172.0,3.43
9,000420.SZ,20180227,20171231,上海灏颂实业有限公司,67669172.0,3.43
0,000421.SZ,20180322,20171231,南京公用控股(集团)有限公司,283659711.0,49.53
1,000421.SZ,20180322,20171231,南京市城市建设投资控股(集团)有限责任公司,26930936.0,4.7
2,000421.SZ,20180322,20171231,南京高淳港华燃气有限公司,8593750.0,1.5
3,000421.SZ,20180322,20171231,大众交通(集团)股份有限公司,6094231.0,1.06
4,000421.SZ,20180322,20171231,汪素香,5650000.0,0.99
5,000421.SZ,20180322,20171231,上海强生集团有限公司,4492800.0,0.78
6,000421.SZ,20180322,20171231,胡志平,4428900.0,0.77
7,000421.SZ,20180322,20171231,唐慧康,3728701.0,0.65
8,000421.SZ,20180322,20171231,全国社保基金六零四组合,3513487.0,0.61
9,000421.SZ,20180322,20171231,倪思礼,1999400.0,0.35
0,000422.SZ,20180421,20171231,湖北宜化集团有限责任公司,153326189.0,17.08
1,000422.SZ,20180421,20171231,中央汇金资产管理有限责任公司,29697400.0,3.31
2,000422.SZ,20180421,20171231,中诚信托有限责任公司-2013年恒丰盈富股票投资单一资金信托,14594622.0,1.63
3,000422.SZ,20180421,20171231,王霞,5030275.0,0.56
4,000422.SZ,20180421,20171231,黄红旌,3916954.0,0.44
5,000422.SZ,20180421,20171231,俞峰,3841899.0,0.43
6,000422.SZ,20180421,20171231,王延峰,3397100.0,0.38
7,000422.SZ,20180421,20171231,农银人寿保险股份有限公司-传统保险产品,3321400.0,0.37
8,000422.SZ,20180421,20171231,谷耀山,3127666.0,0.35
9,000422.SZ,20180421,20171231,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),3040156.0,0.34
0,000423.SZ,20180316,20171231,华润东阿阿胶有限公司,151351731.0,23.14
1,000423.SZ,20180316,20171231,华润医药投资有限公司,43475062.0,6.65
2,000423.SZ,20180316,20171231,香港中央结算有限公司(陆股通),34305795.0,5.25
3,000423.SZ,20180316,20171231,中国证券金融股份有限公司,15734223.0,2.41
4,000423.SZ,20180316,20171231,中国太平洋人寿保险股份有限公司-分红-个人分红,10714542.0,1.64
5,000423.SZ,20180316,20171231,安邦资管-招商银行-安邦资产-共赢3号集合资产管理产品,9795377.0,1.5
6,000423.SZ,20180316,20171231,中央汇金资产管理有限责任公司,9339600.0,1.43
7,000423.SZ,20180316,20171231,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,8823724.0,1.35
8,000423.SZ,20180316,20171231,中国太平洋人寿保险股份有限公司-传统-普通保险产品,8716571.0,1.33
9,000423.SZ,20180316,20171231,MERRILL LYNCH INTERNATIONAL,7322509.0,1.12
0,000425.SZ,20180428,20171231,徐工集团工程机械有限公司,2985042012.0,42.6
1,000425.SZ,20180428,20171231,华鑫国际信托有限公司-华鑫信托·280号证券投资集合信托计划,151605727.0,2.16
2,000425.SZ,20180428,20171231,中国证券金融股份有限公司,124199553.0,1.77
3,000425.SZ,20180428,20171231,华鑫国际信托有限公司-华鑫信托·279号证券投资集合信托计划,94051020.0,1.34
4,000425.SZ,20180428,20171231,上海农村商业银行股份有限公司,75428152.0,1.08
5,000425.SZ,20180428,20171231,中国建设银行股份有限公司-银华富裕主题混合型证券投资基金,64338593.0,0.92
6,000425.SZ,20180428,20171231,申万宏源证券-工商银行-申万宏源宝鼎众盈1号集合资产管理计划,49416486.0,0.71
7,000425.SZ,20180428,20171231,兴业银行股份有限公司-兴全趋势投资混合型证券投资基金,45109853.0,0.64
8,000425.SZ,20180428,20171231,全国社保基金一零八组合,43813902.0,0.63
9,000425.SZ,20180428,20171231,全国社保基金四一二组合,41507760.0,0.59
0,000426.SZ,20180428,20171231,内蒙古兴业集团股份有限公司,556075350.0,29.76
1,000426.SZ,20180428,20171231,甘肃西北矿业集团有限公司,180131798.0,9.64
2,000426.SZ,20180428,20171231,赤峰富龙公用(集团)有限责任公司,139638194.0,7.47
3,000426.SZ,20180428,20171231,李献来,110241798.0,5.9
4,000426.SZ,20180428,20171231,吉祥,66623003.0,3.57
5,000426.SZ,20180428,20171231,吉伟,66223003.0,3.54
6,000426.SZ,20180428,20171231,吉喆,29798597.0,1.59
7,000426.SZ,20180428,20171231,万家基金-浙商银行-北方国际信托-北方信托元宝15号单一资金信托,27397260.0,1.47
8,000426.SZ,20180428,20171231,李佩,25939257.0,1.39
9,000426.SZ,20180428,20171231,李佳,25939257.0,1.39
0,000428.SZ,20180427,20171231,华天实业控股集团有限公司,330908920.0,32.48
1,000428.SZ,20180427,20171231,湖南华信恒源股权投资企业(有限合伙),300000000.0,29.44
2,000428.SZ,20180427,20171231,陕西省国际信托股份有限公司-陕国投·聚宝盆93号证券投资集合资金信托计划,5515146.0,0.54
3,000428.SZ,20180427,20171231,张朝阳,5420000.0,0.53
4,000428.SZ,20180427,20171231,赵立巍,2605000.0,0.26
5,000428.SZ,20180427,20171231,贾云鹏,2598920.0,0.26
6,000428.SZ,20180427,20171231,刁守伟,2558795.0,0.25
7,000428.SZ,20180427,20171231,葛悦来,2420000.0,0.24
8,000428.SZ,20180427,20171231,王燕,2292900.0,0.23
9,000428.SZ,20180427,20171231,王慧荣,2259463.0,0.22
0,000429.SZ,20180328,20171231,广东省交通集团有限公司,513382595.0,24.55
1,000429.SZ,20180328,20171231,广东省公路建设有限公司,466325020.0,22.3
2,000429.SZ,20180328,20171231,亚东复星亚联投资有限公司,202429149.0,9.68
3,000429.SZ,20180328,20171231,西藏赢悦投资管理有限公司,101214574.0,4.84
4,000429.SZ,20180328,20171231,广东省高速公路有限公司,52937491.0,2.53
5,000429.SZ,20180328,20171231,广发证券股份有限公司,30364372.0,1.45
6,000429.SZ,20180328,20171231,冯梧初,21417956.0,1.02
7,000429.SZ,20180328,20171231,兴业证券股份有限公司,20570063.0,0.98
8,000429.SZ,20180328,20171231,PERSHING LLC,17347354.0,0.83
9,000429.SZ,20180328,20171231,新粤有限公司,13201086.0,0.63
0,000430.SZ,20180403,20171231,张家界市经济发展投资集团有限公司,112653131.0,27.83
1,000430.SZ,20180403,20171231,张家界市武陵源旅游产业发展有限公司,30239920.0,7.47
2,000430.SZ,20180403,20171231,深圳市益田集团股份有限公司,19398642.0,4.79
3,000430.SZ,20180403,20171231,张家界国家森林公园管理处,19151949.0,4.73
4,000430.SZ,20180403,20171231,国机资本控股有限公司,11930164.0,2.95
5,000430.SZ,20180403,20171231,金东投资集团有限公司,11930164.0,2.95
6,000430.SZ,20180403,20171231,诺德基金-兴业银行-上海建工集团投资有限公司,11930164.0,2.95
7,000430.SZ,20180403,20171231,张家界市土地房产开发有限责任公司,7772400.0,1.92
8,000430.SZ,20180403,20171231,中国建银投资有限责任公司,6120000.0,1.51
9,000430.SZ,20180403,20171231,中意人寿保险有限公司-传统产品,4129342.0,1.02
0,000488.SZ,20180328,20171231,寿光晨鸣控股有限公司,293003657.0,15.13
1,000488.SZ,20180328,20171231,香港中央结算(代理人)有限公司,248867250.0,12.85
2,000488.SZ,20180328,20171231,晨鸣控股(香港)有限公司,242754375.0,12.54
3,000488.SZ,20180328,20171231,中央汇金资产管理有限责任公司,40137900.0,2.07
4,000488.SZ,20180328,20171231,全国社保基金四零三组合,11853596.0,0.61
5,000488.SZ,20180328,20171231,VANGUARD EMERGING MARKETS STOCK INDEX FUND,8608238.0,0.44
6,000488.SZ,20180328,20171231,焦延喜,7111563.0,0.37
7,000488.SZ,20180328,20171231,陈洪国,6696296.0,0.35
8,000488.SZ,20180328,20171231,"LSV EMERGING MARKETS EQUITY FUND,L.P.",6102800.0,0.32
9,000488.SZ,20180328,20171231,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,6088072.0,0.31
0,000498.SZ,20180425,20171231,山东高速集团有限公司,679439063.0,60.66
1,000498.SZ,20180425,20171231,山东高速投资控股有限公司,64241867.0,5.74
2,000498.SZ,20180425,20171231,齐鲁交通发展集团有限公司,22288000.0,1.99
3,000498.SZ,20180425,20171231,中国建设银行股份有限公司-安信价值精选股票型证券投资基金,10037483.0,0.9
4,000498.SZ,20180425,20171231,交通银行股份有限公司-长信量化先锋混合型证券投资基金,6154621.0,0.55
5,000498.SZ,20180425,20171231,中国农业银行股份有限公司-安信消费医药主题股票型证券投资基金,5232809.0,0.47
6,000498.SZ,20180425,20171231,前海人寿保险股份有限公司-聚富产品,5000000.0,0.45
7,000498.SZ,20180425,20171231,建信基金-招商银行-建信乾元安享特定多个客户资产管理计划,4721094.0,0.42
8,000498.SZ,20180425,20171231,中国光大银行股份有限公司-建信信息产业股票型证券投资基金,3974006.0,0.35
9,000498.SZ,20180425,20171231,交通银行股份有限公司-长信量化中小盘股票型证券投资基金,3031741.0,0.27
0,000501.SZ,20180428,20171231,武汉商联(集团)股份有限公司,165703232.0,21.55
1,000501.SZ,20180428,20171231,浙江银泰百货有限公司,79896933.0,10.39
2,000501.SZ,20180428,20171231,武汉武商集团股份有限公司-第一期员工持股计划,55969160.0,7.28
3,000501.SZ,20180428,20171231,达孜银泰商业发展有限公司,42752278.0,5.56
4,000501.SZ,20180428,20171231,武汉国有资产经营有限公司,29888346.0,3.89
5,000501.SZ,20180428,20171231,周志聪,21295555.0,2.77
6,000501.SZ,20180428,20171231,中央汇金资产管理有限责任公司,15634190.0,2.03
7,000501.SZ,20180428,20171231,武汉金融控股(集团)有限公司,13198363.0,1.72
8,000501.SZ,20180428,20171231,黄美珠,12235336.0,1.59
9,000501.SZ,20180428,20171231,武汉汉通投资有限公司,12103274.0,1.57
0,000502.SZ,20180330,20171231,广州市天誉控股集团有限公司,41864466.0,22.65
1,000502.SZ,20180330,20171231,上海庞增投资管理中心(有限合伙)-庞增添益3号私募投资基金,9059031.0,4.9
2,000502.SZ,20180330,20171231,福建晟联辉投资有限公司,9020377.0,4.88
3,000502.SZ,20180330,20171231,北方国际信托股份有限公司-北方信托-刀锋1号证券投资集合资金信托计划,4580087.0,2.48
4,000502.SZ,20180330,20171231,云南国际信托有限公司-盛锦26号集合资金信托计划,2260668.0,1.22
5,000502.SZ,20180330,20171231,深圳市瑞华丰实业有限公司,1470000.0,0.8
6,000502.SZ,20180330,20171231,纪正祥,1387000.0,0.75
7,000502.SZ,20180330,20171231,毛贵良,1195300.0,0.65
8,000502.SZ,20180330,20171231,潘光明,1178863.0,0.64
9,000502.SZ,20180330,20171231,徐伟,1033395.0,0.56
0,000503.SZ,20180421,20171231,中海恒实业发展有限公司,231369393.0,25.74
1,000503.SZ,20180421,20171231,德清庆弘投资管理有限公司,8964643.0,1.0
2,000503.SZ,20180421,20171231,刘荣赠,7627195.0,0.85
3,000503.SZ,20180421,20171231,庄大杰,6302800.0,0.7
4,000503.SZ,20180421,20171231,芜湖市全中资产管理有限公司,6192414.0,0.69
5,000503.SZ,20180421,20171231,华润深国投信托有限公司-民森H号证券投资集合资金信托计划,6153100.0,0.68
6,000503.SZ,20180421,20171231,张毅,6078178.0,0.68
7,000503.SZ,20180421,20171231,中国对外经济贸易信托有限公司-外贸信托·锐进39期民森多元策略证券投资集合资金信托计划,5259125.0,0.59
8,000503.SZ,20180421,20171231,潘丽,5219600.0,0.58
9,000503.SZ,20180421,20171231,汪铭泉,4953801.0,0.55
0,000504.SZ,20180428,20171231,湖南省信托有限责任公司,79701655.0,25.58
1,000504.SZ,20180428,20171231,上海和平大宗股权投资基金管理有限公司,35600000.0,11.43
2,000504.SZ,20180428,20171231,重庆信三威投资咨询中心(有限合伙)-昌盛二号私募基金,31000052.0,9.95
3,000504.SZ,20180428,20171231,吕益先,7994100.0,2.57
4,000504.SZ,20180428,20171231,华宝信托有限责任公司-华宝-丰利23号单一资金信托,6536219.0,2.1
5,000504.SZ,20180428,20171231,邵雄,4497900.0,1.44
6,000504.SZ,20180428,20171231,上海财晟丰赡投资中心(有限合伙),4337131.0,1.39
7,000504.SZ,20180428,20171231,华宝信托有限责任公司-华宝-丰利24号单一资金信托,3779368.0,1.21
8,000504.SZ,20180428,20171231,白效洪,3392190.0,1.09
9,000504.SZ,20180428,20171231,宁波梅山保税港区道启投资合伙企业(有限合伙),3200000.0,1.03
0,000505.SZ,20180413,20171231,北京粮食集团有限责任公司,288439561.0,42.06
1,000505.SZ,20180413,20171231,北京国有资本经营管理中心,48510460.0,7.07
2,000505.SZ,20180413,20171231,国开金融有限责任公司,22828451.0,3.33
3,000505.SZ,20180413,20171231,鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙),22828451.0,3.33
4,000505.SZ,20180413,20171231,LI SHERYN ZHAN MING,22620168.0,3.3
5,000505.SZ,20180413,20171231,梅建英,2597803.0,0.38
6,000505.SZ,20180413,20171231,许震,2518300.0,0.37
7,000505.SZ,20180413,20171231,张晓霞,1949250.0,0.28
8,000505.SZ,20180413,20171231,王小星,1836500.0,0.27
9,000505.SZ,20180413,20171231,钟懿,1730083.0,0.25
0,000506.SZ,20180427,20171231,宁波冉盛盛远投资管理合伙企业(有限合伙),233000000.0,25.08
1,000506.SZ,20180427,20171231,郑强,65869034.0,7.09
2,000506.SZ,20180427,20171231,兴业国际信托有限公司-兴业信托·鹏城2号单一资金信托,46357800.0,4.99
3,000506.SZ,20180427,20171231,宁波梅山保税港区冉盛盛昌投资管理合伙企业(有限合伙),45612401.0,4.91
4,000506.SZ,20180427,20171231,云南国际信托有限公司-盛锦29号集合资金信托计划,36159146.0,3.89
5,000506.SZ,20180427,20171231,陕西省国际信托股份有限公司-陕国投·沪秦36号证券投资集合资金信托计划,24781200.0,2.67
6,000506.SZ,20180427,20171231,中信证券股份有限公司,14397655.0,1.55
7,000506.SZ,20180427,20171231,黄永波,12302200.0,1.32
8,000506.SZ,20180427,20171231,长安国际信托股份有限公司-长安信托-长安投资622号证券投资集合资金信托计划,10250654.0,1.1
9,000506.SZ,20180427,20171231,中国国际金融股份有限公司,9004169.0,0.97
0,000507.SZ,20180320,20171231,珠海港控股集团有限公司,203923947.0,25.83
1,000507.SZ,20180320,20171231,珠海科技奖劢基金会,14256000.0,1.81
2,000507.SZ,20180320,20171231,王海榕,7200049.0,0.91
3,000507.SZ,20180320,20171231,黎东,5830000.0,0.74
4,000507.SZ,20180320,20171231,吴民,4658180.0,0.59
5,000507.SZ,20180320,20171231,中国农业银行股份有限公司-金元顺安丰利债券型证券投资基金,3208300.0,0.41
6,000507.SZ,20180320,20171231,珠海教育基金会,3088800.0,0.39
7,000507.SZ,20180320,20171231,广州天朗六菱摄影器材有限公司,3010254.0,0.38
8,000507.SZ,20180320,20171231,刘正平,2515681.0,0.32
9,000507.SZ,20180320,20171231,莫家碧,1850000.0,0.23
0,000509.SZ,20180417,20171231,西藏麦田创业投资有限公司,199205920.0,24.13
1,000509.SZ,20180417,20171231,定远德轮投资有限公司,56415700.0,6.83
2,000509.SZ,20180417,20171231,四川信托有限公司-四川信托·星光3号单一资金信托,16325920.0,1.98
3,000509.SZ,20180417,20171231,华宝信托有限责任公司-“辉煌”11号单一资金信托,7260000.0,0.88
4,000509.SZ,20180417,20171231,黄文,5314000.0,0.64
5,000509.SZ,20180417,20171231,华宝信托有限责任公司-“辉煌”61号单一资金信托,4451200.0,0.54
6,000509.SZ,20180417,20171231,赵霄,4167004.0,0.5
7,000509.SZ,20180417,20171231,方正东亚信托有限责任公司-腾翼投资1号单一资金信托,4097300.0,0.5
8,000509.SZ,20180417,20171231,前海开源基金-浦发银行-渤海国际信托-渤海信托·煦沁聚和1号集合资金信托计划,3961886.0,0.48
9,000509.SZ,20180417,20171231,华鑫国际信托有限公司-华鑫信托·华昇93号集合资金信托计划,3691600.0,0.45
0,000510.SZ,20180404,20171231,刘江东,79528418.0,13.05
1,000510.SZ,20180404,20171231,深圳首控国际商务咨询有限公司,60918239.0,10.0
2,000510.SZ,20180404,20171231,德阳市国有资产经营有限公司,21556124.0,3.54
3,000510.SZ,20180404,20171231,汉龙实业发展有限公司,12560365.0,2.06
4,000510.SZ,20180404,20171231,陕西省国际信托股份有限公司-陕国投·荣兴1号证券投资集合资金信托计划,12437580.0,2.04
5,000510.SZ,20180404,20171231,深圳市顺旺资产管理有限公司,10031611.0,1.65
6,000510.SZ,20180404,20171231,深圳市特发集团有限公司,7798809.0,1.28
7,000510.SZ,20180404,20171231,华澳国际信托有限公司-华澳·稳健1期证券投资单一资金信托,6278882.0,1.03
8,000510.SZ,20180404,20171231,黄鑫,5489500.0,0.9
9,000510.SZ,20180404,20171231,刘效敏,3889820.0,0.64
0,000513.SZ,20180324,20171231,香港中央结算(代理人)有限公司,189219713.0,34.2
1,000513.SZ,20180324,20171231,健康元药业集团股份有限公司,130992183.0,23.68
2,000513.SZ,20180324,20171231,鹏华资管-浦发银行-华宝信托-华宝-康盛天天向上集合资金信托计划,13872865.0,2.51
3,000513.SZ,20180324,20171231,广州市保科力贸易公司,10240432.0,1.85
4,000513.SZ,20180324,20171231,深圳市海滨制药有限公司,9959074.0,1.8
5,000513.SZ,20180324,20171231,中央汇金资产管理有限责任公司,7134166.0,1.29
6,000513.SZ,20180324,20171231,中国华融资产管理股份有限公司,4800000.0,0.87
7,000513.SZ,20180324,20171231,全国社保基金四一三组合,4000044.0,0.72
8,000513.SZ,20180324,20171231,香港中央结算有限公司(陆股通),3725107.0,0.67
9,000513.SZ,20180324,20171231,全国社保基金一一六组合,2759754.0,0.5
0,000514.SZ,20180310,20171231,重庆市城市建设投资(集团)有限公司,533149099.0,63.19
1,000514.SZ,20180310,20171231,陈泽钦,3242353.0,0.38
2,000514.SZ,20180310,20171231,神威医药科技股份有限公司,1900000.0,0.23
3,000514.SZ,20180310,20171231,中央汇金资产管理有限责任公司,1347400.0,0.16
4,000514.SZ,20180310,20171231,鄢继雄,1279593.0,0.15
5,000514.SZ,20180310,20171231,香港中央结算有限公司(陆股通),1271558.0,0.15
6,000514.SZ,20180310,20171231,彭芳,1179174.0,0.14
7,000514.SZ,20180310,20171231,中国对外经济贸易信托有限公司-外贸信托·金钥匙1号结构化证券投资集合资金信托计划,1037483.0,0.12
8,000514.SZ,20180310,20171231,谭艳,1013600.0,0.12
9,000514.SZ,20180310,20171231,王建兴,1000000.0,0.12
0,000516.SZ,20180331,20171231,陕西世纪新元商业管理有限公司,372093150.0,18.88
1,000516.SZ,20180331,20171231,申华控股集团有限公司,91486283.0,4.64
2,000516.SZ,20180331,20171231,曹鹤玲,49397770.0,2.51
3,000516.SZ,20180331,20171231,深圳市元帆信息咨询有限公司,44336163.0,2.25
4,000516.SZ,20180331,20171231,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,25000000.0,1.27
5,000516.SZ,20180331,20171231,西安商业科技开发公司,19645078.0,1.0
6,000516.SZ,20180331,20171231,招商财富-招商银行-中民1号专项资产管理计划,19512500.0,0.99
7,000516.SZ,20180331,20171231,泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划,19010000.0,0.96
8,000516.SZ,20180331,20171231,高原,16293585.0,0.83
9,000516.SZ,20180331,20171231,王文学,13726750.0,0.7
0,000517.SZ,20180328,20171231,荣安集团股份有限公司,1525939995.0,47.93
1,000517.SZ,20180328,20171231,王怡心,750000000.0,23.56
2,000517.SZ,20180328,20171231,王久芳,195000000.0,6.12
3,000517.SZ,20180328,20171231,深圳市新海投资控股有限公司,163657953.0,5.14
4,000517.SZ,20180328,20171231,李卓,10000000.0,0.31
5,000517.SZ,20180328,20171231,宁波舟山港集团有限公司,8021214.0,0.25
6,000517.SZ,20180328,20171231,长城证券股份有限公司,7169286.0,0.23
7,000517.SZ,20180328,20171231,中国证券金融股份有限公司,6432000.0,0.2
8,000517.SZ,20180328,20171231,宫和霞,6227803.0,0.2
9,000517.SZ,20180328,20171231,周汉富,4600000.0,0.14
0,000518.SZ,20180428,20171231,王洪明,144138394.0,14.0
1,000518.SZ,20180428,20171231,昆山市创业投资有限公司,88593189.0,8.6
2,000518.SZ,20180428,20171231,中微小企业投资集团股份有限公司,72994542.0,7.09
3,000518.SZ,20180428,20171231,郁琴芬,47357842.0,4.6
4,000518.SZ,20180428,20171231,赵龙,43062918.0,4.18
5,000518.SZ,20180428,20171231,徐瑞康,37330319.0,3.63
6,000518.SZ,20180428,20171231,张惠丰,30539115.0,2.97
7,000518.SZ,20180428,20171231,广州盛景投资有限公司,30100000.0,2.92
8,000518.SZ,20180428,20171231,陈建国,26096809.0,2.53
9,000518.SZ,20180428,20171231,许稚,25939100.0,2.52
0,000519.SZ,20180420,20171231,豫西工业集团有限公司,326951431.0,23.3
1,000519.SZ,20180420,20171231,中兵投资管理有限责任公司,209944689.0,14.96
2,000519.SZ,20180420,20171231,吉林江北机械制造有限责任公司,68832640.0,4.9
3,000519.SZ,20180420,20171231,山东特种工业集团有限公司,61887122.0,4.41
4,000519.SZ,20180420,20171231,王四清,33745300.0,2.4
5,000519.SZ,20180420,20171231,江南工业集团有限公司,27643023.0,1.97
6,000519.SZ,20180420,20171231,上海迅邦投资有限公司,27620818.0,1.97
7,000519.SZ,20180420,20171231,北京金万众科技发展有限公司,23486711.0,1.67
8,000519.SZ,20180420,20171231,上海大策创业投资合伙企业(有限合伙),21398557.0,1.52
9,000519.SZ,20180420,20171231,北信瑞丰基金-平安银行-长安国际信托-长安信托-定增长信汇智集合资金信托计划,16490948.0,1.18
0,000520.SZ,20180425,20171231,天津顺航海运有限公司,181015974.0,17.89
1,000520.SZ,20180425,20171231,中国民生银行股份有限公司,29411430.0,2.91
2,000520.SZ,20180425,20171231,中国光大银行股份有限公司武汉分行,17740000.0,1.75
3,000520.SZ,20180425,20171231,陈杰,15660100.0,1.55
4,000520.SZ,20180425,20171231,李天虹,15531700.0,1.53
5,000520.SZ,20180425,20171231,李天云,15350000.0,1.52
6,000520.SZ,20180425,20171231,中国外运长航集团有限公司,12906977.0,1.28
7,000520.SZ,20180425,20171231,张伟丽,12645933.0,1.25
8,000520.SZ,20180425,20171231,张晓明,9089400.0,0.9
9,000520.SZ,20180425,20171231,李科,4902312.0,0.48
0,000521.SZ,20180330,20171231,四川长虹电器股份有限公司,234705968.0,22.47
1,000521.SZ,20180330,20171231,合肥市产业投资控股(集团)有限公司,47823401.0,4.58
2,000521.SZ,20180330,20171231,长虹(香港)贸易有限公司,30895442.0,2.96
3,000521.SZ,20180330,20171231,平安养老保险股份有限公司-平安养老睿富定增1号资产管理产品,23613595.0,2.26
4,000521.SZ,20180330,20171231,金鹰基金-浦发银行-粤财信托-粤财信托·金粤4号集合资金信托计划,23613595.0,2.26
5,000521.SZ,20180330,20171231,CAO SHENGCHUN,13829383.0,1.32
6,000521.SZ,20180330,20171231,平安大华基金-平安银行-国海证券股份有限公司,12522361.0,1.2
